record_id,entry_type,authors,year,title,journal,abstract,doi,pmid,keywords,decision_r1,decision_r2,final_decision,exclusion_reason,notes
GrammoustianouM2024105,article,Grammoustianou M.,2024,Current Status and Future Perspectives of Antibody–Drug Conjugates in Hormone Receptor-Positive Breast Cancer,Cancers,,10.3390/cancers16101801,,,E,,,I1,No CDK4/6 inhibitor mentioned
BrainE2024106,article,Brain E.,2024,Palbociclib in Older Patients with Advanced/Metastatic Breast Cancer: A Systematic Review,Targeted Oncology,,10.1007/s11523-024-01046-z,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
GiraudoA2024107,article,Giraudo A.,2024,The Use of Cyclin-Dependent Kinase 4/6 Inhibitors in Elderly Breast Cancer Patients: What Do We Know?,Cancers,,10.3390/cancers16101838,,,E,,,I1,No CDK4/6 inhibitor mentioned
GuglielmiG2024108,article,Guglielmi G.,2024,Pharmacological insights on novel oral selective estrogen receptor degraders in breast cancer,European Journal of Pharmacology,,10.1016/j.ejphar.2024.176424,,,E,,,I1,No CDK4/6 inhibitor mentioned
TakeshitaT2024109,article,Takeshita T.,2024,Identifying prognostic biomarkers for palbociclib add-on therapy in fulvestrant-resistant breast cancer using cell-free DNA sequencing,ESMO Open,,10.1016/j.esmoop.2024.102385,,,U,,,,"Unclear eligibility from title/abstract, review full-text"
SlamonD2024110,article,Slamon D.,2024,Ribociclib plus Endocrine Therapy in Early Breast Cancer,New England Journal of Medicine,,10.1056/NEJMoa2305488,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
GuoX2024111,article,Guo X.,2024,First-line CDK4/6 inhibitor-based combinations for HR+/HER2– advanced breast cancer: A Bayesian network meta-analysis,Journal of Evidence Based Medicine,,10.1111/jebm.12571,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
TokunagaE2024112,article,Tokunaga E.,2024,Association of Neutrophil-to-Lymphocyte Ratio and Absolute Lymphocyte Count With Clinical Outcomes in Advanced Breast Cancer in the MONARCH 2 Trial,Oncologist,,10.1093/oncolo/oyad301,,,E,,,D2,Preclinical/animal study (keyword: rat)
FaschingPA2024114,article,Fasching P.A.,2024,"Efficacy, safety, and prognosis prediction in patients treated with ribociclib in combination with letrozole: Final results of phase 3b RIBECCA study in hormone receptor positive, human epidermal growth factor receptor-2 negative, locally advanced or metastatic breast cancer",European Journal of Cancer,,10.1016/j.ejca.2023.113480,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
WildiersH2024115,article,Wildiers H.,2024,"Paclitaxel plus Eftilagimod Alpha, a Soluble LAG-3 Protein, in Metastatic, HR+ Breast Cancer: Results from AIPAC, a Randomized, Placebo Controlled Phase IIb Trial",Clinical Cancer Research,,10.1158/1078-0432.CCR-23-1173,,,E,,,I1,No CDK4/6 inhibitor mentioned
TolaneySM2024116,article,Tolaney S.M.,2024,"Overall Survival and Exploratory Biomarker Analyses of Abemaciclib plus Trastuzumab with or without Fulvestrant versus Trastuzumab plus Chemotherapy in HRþ, HER2þ Metastatic Breast Cancer Patients",Clinical Cancer Research,,10.1158/1078-0432.CCR-23-1209,,,E,,,D2,Preclinical/animal study (keyword: rat)
ValachisA2024117,article,Valachis A.,2024,Implementing geriatric assessment for dose optimization of CDK4/6 inhibitors in older breast cancer patients,Future Oncology,,10.1080/14796694.2024.2413841,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
AbdelRazeqH2024118,article,Abdel-Razeq H.,2024,"Clinical Outcomes of Patients Treated with Ribociclib in Combination with Aromatase Inhibitors or Fulvestrant for HR-Positive, HER2-Negative Metastatic Breast Cancer, Real-World Data from a Low-Resourced Country",Immunotargets and Therapy,,10.2147/ITT.S479153,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
YeM2024119,article,Ye M.,2024,"Therapy for Hormone Receptor-Positive, Human Epidermal Growth Receptor 2-Negative Metastatic Breast Cancer Following Treatment Progression via CDK4/6 Inhibitors: A Literature Review",Breast Cancer Targets and Therapy,,10.2147/BCTT.S438366,,,E,,,D2,Preclinical/animal study (keyword: rat)
LeeJ2024120,article,Lee J.,2024,"Nationwide real-world practice pattern and clinical data of palbociclib in patients with HR(+), HER2(-) metastatic breast cancer (KCSG BR21–15)",Journal of Clinical Oncology,,10.1200/JCO.2024.42.16_suppl.1068,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
unknown2024122,article,,2024,"Erratum: Design of SERENA-6, a phase III switching trial of camizestrant in ESR1-mutant breast cancer during first-line treatment , which appeared in the March 2023 issue of Future Oncology (2023) 19:8 (559-573) DOI: 10.2217/fon-2022-1196)",Future Oncology,,10.2217/fon-2022-1196c1,,,E,,,D2,Preclinical/animal study (keyword: rat)
CiruelosE2024123,article,Ciruelos E.,2024,"Primary results from PATRICIA cohort C (SOLTI-1303), a randomized phase II study evaluating palbociclib with trastuzumab and endocrine therapy in pretreated HER2-positive and PAM50 luminal advanced breast cancer.",Journal of Clinical Oncology,,10.1200/JCO.2024.42.16_suppl.1008,,,E,,,P1,HER2+ population (keyword: HER2-positive)
KeenanJC2024124,article,Keenan J.C.,2024,Novel oral selective estrogen receptor degraders (SERDs) to target hormone receptor positive breast cancer: elacestrant as the poster-child,Expert Review of Anticancer Therapy,,10.1080/14737140.2024.2346188,,,E,,,I1,No CDK4/6 inhibitor mentioned
RavaniLV2024125,article,Ravani L.V.,2024,Efficacy of subsequent treatments after disease progression on CDK4/6 inhibitors therapy in patients with hormone receptor-positive metastatic breast cancer: A Kaplan-Meier derived individual-patient data meta-analysis,Journal of Clinical Oncology,,10.1200/JCO.2024.42.16_suppl.1065,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
SuzukiDA2024126,article,Suzuki D.A.,2024,Real-World Evidence of Ribociclib Plus Aromatase Inhibitors as First-Line Treatment in Advanced Breast Cancer: The BrasiLEEira Study,JCO Global Oncology,,10.1200/GO.23.00484,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
BhaveMA2024127,article,Bhave M.A.,2024,"Imlunestrant, an oral selective estrogen receptor degrader (SERD), in combination with human epidermal growth factor receptor 2 (HER2) directed therapy, with or without abemaciclib, in estrogen receptor (ER) positive, HER2 positive advanced breast cancer (aBC): EMBER phase 1a/1b study",Journal of Clinical Oncology,,10.1200/JCO.2024.42.16_suppl.1027,,,I,,,,Key trial: EMBER
OkinesAFC2024128,article,Okines A.F.C.,2024,Tucatinib and trastuzumab for previously treated HER22mutated metastatic breast cancer (SGNTUC2019): A phase 2 basket study,Journal of Clinical Oncology,,10.1200/JCO.2024.42.16_suppl.1105,,,E,,,I1,No CDK4/6 inhibitor mentioned
AlbanellJ2024129,article,Albanell J.,2024,Use of liquid biomarker thymidine kinase activity (TKa) to predict outcome and progression in patients with metastatic breast cancer (MBC) in the GEICAM/2014-12 FLIPPER trial.,Journal of Clinical Oncology,,10.1200/JCO.2024.42.16_suppl.1028,,,E,,,I1,No CDK4/6 inhibitor mentioned
GiordanoA2024130,article,Giordano A.,2024,Enfortumab vedotin (EV) in triple-negative breast cancer (TNBC) and HR+/HER2-breast cancer (BC) cohorts of EV-202,Journal of Clinical Oncology,,10.1200/JCO.2024.42.16_suppl.1005,,,E,,,P1,TNBC population (keyword: triple-negative)
GiordanoA2024131,article,Giordano A.,2024,"First-in-human phase 1/2a study of the first-in-class, next-generation CDK4-selective inhibitor PF-07220060 + endocrine therapy (ET): Updated safety data in patients with HR+/HER22 mBC",Journal of Clinical Oncology,,10.1200/JCO.2024.42.16_suppl.3108,,,E,,,D2,Preclinical/animal study (keyword: rat)
GaoJJ2023132,article,Gao J.J.,2023,"FDA Approval Summary: Ribociclib Indicated for Male Patients with Hormone Receptor–Positive, HER2-Negative Advanced or Metastatic Breast Cancer",Clinical Cancer Research,,10.1158/1078-0432.CCR-23-1133,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
ShagisultanovaE2023133,article,Shagisultanova E.,2023,"Safety and Efficacy of Tucatinib, Letrozole, and Palbociclib in Patients with Previously Treated HRþ/HER2þ Breast Cancer",Clinical Cancer Research,,10.1158/1078-0432.CCR-23-0117,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
LiuY2023135,article,Liu Y.,2023,Comparative efficacy and safety of different combinations of three CDK4/6 inhibitors with endocrine therapies in HR+/HER-2 − metastatic or advanced breast cancer patients: a network meta-analysis,BMC Cancer,,10.1186/s12885-023-11322-2,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
HunterRJ2023137,article,Hunter R.J.,2023,"Updated Review Article: Cyclin-Dependent Kinase 4/6 Inhibitor Impact, FDA Approval, and Resistance Pathways",Journal of Pharmacy Technology,,10.1177/87551225231205153,,,E,,,I1,No CDK4/6 inhibitor mentioned
DegenhardtT2023138,article,Degenhardt T.,2023,"PRECYCLE: multicenter, randomized phase IV intergroup trial to evaluate the impact of eHealth-based patient-reported outcome (PRO) assessment on quality of life in patients with hormone receptor positive, HER2 negative locally advanced or metastatic breast cancer treated with palbociclib and an aromatase inhibitor or palbociclib and fulvestrant",Trials,,10.1186/s13063-023-07306-z,,,I,,,,HR+/HER2-/metastatic/CDK4/6 + post-CDK4/6 drug mentioned
MaJ2023139,article,Ma J.,2023,Emerging systemic therapy options beyond CDK4/6 inhibitors for hormone receptor-positive HER2-negative advanced breast cancer,Npj Breast Cancer,,10.1038/s41523-023-00578-3,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
NevenP2023140,article,Neven P.,2023,Updated overall survival from the MONALEESA-3 trial in postmenopausal women with HR+/HER2− advanced breast cancer receiving first-line ribociclib plus fulvestrant,Breast Cancer Research,,10.1186/s13058-023-01701-9,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
SchmidP2023141,article,Schmid P.,2023,XENERA-1: a randomised double-blind Phase II trial of xentuzumab in combination with everolimus and exemestane versus everolimus and exemestane in patients with hormone receptor-positive/HER2-negative metastatic breast cancer and non-visceral disease,Breast Cancer Research,,10.1186/s13058-023-01649-w,,,E,,,I1,No CDK4/6 inhibitor mentioned
KimCG2023142,article,Kim C.G.,2023,On-treatment derived neutrophil-to-lymphocyte ratio and survival with palbociclib and endocrine treatment: analysis of a multicenter retrospective cohort and the PALOMA-2/3 study with immune correlates,Breast Cancer Research,,10.1186/s13058-022-01601-4,,,E,,,D2,Preclinical/animal study (keyword: rat)
JiY2023143,article,Ji Y.,2023,Quantitative Assessment of Ribociclib Exposure–Response Relationship to Justify Dose Regimen in Patients with Advanced Breast Cancer,Journal of Clinical Pharmacology,,10.1002/jcph.2310,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
YanM2023144,article,Yan M.,2023,Dalpiciclib and pyrotinib in women with HER2-positive advanced breast cancer: a single-arm phase II trial,Nature Communications,,10.1038/s41467-023-41955-7,,,E,,,P1,HER2+ population (keyword: HER2-positive)
TolaneySM2023145,article,Tolaney S.M.,2023,"Abemaciclib plus trastuzumab with or without fulvestrant versus trastuzumab plus standard of-care chemotherapy in women with HR+, HER2+ advanced breast cancer: plain language summary of the monarcHER trial",Future Oncology,,10.2217/fon-2023-0078,,,E,,,P1,HER2+ population (keyword: HER2+)
RugoHS2023146,article,Rugo H.S.,2023,"Overall survival with sacituzumab govitecan in hormone receptor-positive and human epidermal growth factor receptor 2-negative metastatic breast cancer (TROPiCS-02): a randomised, open-label, multicentre, phase 3 trial",Lancet,,10.1016/S0140-6736(23)01245-X,,,I,,,,Key trial: TROPiCS
PascualJ2023147,article,Pascual J.,2023,Baseline Mutations and ctDNA Dynamics as Prognostic and Predictive Factors in ER-Positive/HER2-Negative Metastatic Breast Cancer Patients,Clinical Cancer Research,,10.1158/1078-0432.CCR-23-0956,,,E,,,I1,No CDK4/6 inhibitor mentioned
FernndezCuervaC2023148,article,Fernández-Cuerva C.,2023,Real-world effectiveness of ribociclib in metastatic breast cancer patients: Does dose affect survival?,Journal of Oncology Pharmacy Practice,,10.1177/10781552221144280,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
OSullivanCC2023149,article,O'Sullivan C.C.,2023,"Cyclin-Dependent Kinase 4/6 Inhibitors for Treatment of Hormone Receptor-Positive, ERBB2-Negative Breast Cancer: A Review",JAMA Oncology,,10.1001/jamaoncol.2023.2000,,,E,,,I1,No CDK4/6 inhibitor mentioned
MunzoneE2023150,article,Munzone E.,2023,"Efficacy of Metronomic Oral Vinorelbine, Cyclophosphamide, and Capecitabine vs Weekly Intravenous Paclitaxel in Patients with Estrogen Receptor-Positive, ERBB2 -Negative Metastatic Breast Cancer: Final Results from the Phase 2 METEORA-II Randomized Clinical Trial",JAMA Oncology,,10.1001/jamaoncol.2023.2150,,,E,,,I1,No CDK4/6 inhibitor mentioned
ZhaoJJ2023152,article,Zhao J.J.,2023,Indirect Treatment Comparison of First-Line CDK4/6-Inhibitors in Post-Menopausal Patients with HR+/HER2− Metastatic Breast Cancer,Cancers,,10.3390/cancers15184558,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
KalinskyK2023153,article,Kalinsky K.,2023,"Randomized Phase II Trial of Endocrine Therapy with or Without Ribociclib after Progression on Cyclin-Dependent Kinase 4/6 Inhibition in Hormone Receptora-Positive, Human Epidermal Growth Factor Receptor 2a-Negative Metastatic Breast Cancer: MAINTAIN Trial",Journal of Clinical Oncology,,10.1200/JCO.22.02392,,,I,,,,Key trial: MAINTAIN
HarbeckN2023154,article,Harbeck N.,2023,Significantly longer time to deterioration of quality of life due to CANKADO PRO-React eHealth support in HR+ HER2− metastatic breast cancer patients receiving palbociclib and endocrine therapy: primary outcome analysis of the multicenter randomized AGO-B WSG PreCycle trial,Annals of Oncology,,10.1016/j.annonc.2023.05.003,,,E,,,D2,Preclinical/animal study (keyword: rat)
ZhangP2023156,article,Zhang P.,2023,"Dalpiciclib plus letrozole or anastrozole versus placebo plus letrozole or anastrozole as first-line treatment in patients with hormone receptor-positive, HER2-negative advanced breast cancer (DAWNA-2): a multicentre, randomised, double-blind, placebo-controlled, phase 3 trial",Lancet Oncology,,10.1016/S1470-2045(23)00172-9,,,E,,,I1,No CDK4/6 inhibitor mentioned
MalorniL2023157,article,Malorni L.,2023,Serum thymidine kinase activity in patients with HR-positive/HER2-negative advanced breast cancer treated with ribociclib plus letrozole: Results from the prospective BioItaLEE trial,European Journal of Cancer,,10.1016/j.ejca.2023.03.001,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
SchettiniF2023158,article,Schettini F.,2023,Prognostic value of intrinsic subtypes in hormone-receptor-positive metastatic breast cancer: systematic review and meta-analysis,ESMO Open,,10.1016/j.esmoop.2023.101214,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
CejuelaM2023159,article,Cejuela M.,2023,"Abemaciclib, Palbociclib, and Ribociclib in Real-World Data: A Direct Comparison of First-Line Treatment for Endocrine-Receptor-Positive Metastatic Breast Cancer",International Journal of Molecular Sciences,,10.3390/ijms24108488,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
DavisAA2023160,article,Davis A.A.,2023,Genomic Complexity Predicts Resistance to Endocrine Therapy and CDK4/6 Inhibition in Hormone Receptor–Positive (HRþ)/HER2-Negative Metastatic Breast Cancer,Clinical Cancer Research,,10.1158/1078-0432.CCR-22-2177,,,U,,,,"Post-CDK4/6 progression mentioned, HR/HER2 status unclear"
BrufskyA2023161,article,Brufsky A.,2023,P-REALITY X: A Real-World Analysis of Palbociclib Plus an Aromatase Inhibitor in HR+/HER2− Metastatic Breast Cancer—A Podcast,Targeted Oncology,,10.1007/s11523-023-00968-4,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
XuB2023162,article,Xu B.,2023,"Entinostat, a class I selective histone deacetylase inhibitor, plus exemestane for Chinese patients with hormone receptor-positive advanced breast cancer: A multicenter, randomized, double-blind, placebo-controlled, phase 3 trial",Acta Pharmaceutica Sinica B,,10.1016/j.apsb.2023.02.001,,,E,,,I1,No CDK4/6 inhibitor mentioned
GuerreroZotano2023163,article,Guerrero-Zotano Á.,2023,CCNE1 and PLK1 Mediate Resistance to Palbociclib in HR+/HER2- Metastatic Breast Cancer,Clinical Cancer Research,,10.1158/1078-0432.CCR-22-2206,,,I,,,,Meets all inclusion criteria (HR+/HER2-/metastatic/post-CDK4/6)
ShahAN2023164,article,Shah A.N.,2023,A Phase II Single-arm Study of Palbociclib in Patients With HER2-positive Breast Cancer With Brain Metastases and Analysis of ctDNA in Patients With Active Brain Metastases,Clinical Breast Cancer,,10.1016/j.clbc.2022.12.006,,,E,,,P1,HER2+ population (keyword: HER2-positive)
LftnerD2023165,article,Lüftner D.,2023,Update Breast Cancer 2022 Part 6 - Advanced-Stage Breast Cancer,Geburtshilfe Und Frauenheilkunde,,10.1055/a-2018-9184,,,E,,,I1,No CDK4/6 inhibitor mentioned
TurnerN2023166,article,Turner N.,2023,"Design of SERENA-6, a phase III switching trial of camizestrant in ESR1-mutant breast cancer during first-line treatment",Future Oncology,,10.2217/fon-2022-1196,,,E,,,I1,No CDK4/6 inhibitor mentioned
HuangT2023167,article,Huang T.,2023,"The effect and safety of CDK4/6 inhibitors combined endocrine therapy on HR+, HER2-breast cancer: a meta-analysis of randomized controlled trials",Endokrynologia Polska,,10.5603/EP.a2023.0007,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
MastrantoniL2023168,article,Mastrantoni L.,2023,The likelihood of being helped or harmed as a patient-centred tool to assess cyclin dependent kinase 4/6 inhibitors clinical impact and safety in metastatic breast cancer: a systematic review and sensitivity-analysis,Eclinicalmedicine,,10.1016/j.eclinm.2023.101824,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
MllerC2023169,article,Müller C.,2023,CDK4/6 Inhibitors in Advanced HR+/HER2-Breast Cancer: A Multicenter Real-World Data Analysis,Breast Care,,10.1159/000527917,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
LftnerD2023170,article,Lüftner D.,2023,New treatment options for hormone receptor positive breast cancer in 2023,Current Opinion in Obstetrics and Gynecology,,10.1097/GCO.0000000000000834,,,E,,,I1,No CDK4/6 inhibitor mentioned
CameronD2023172,article,Cameron D.,2023,Cost-effectiveness of ribociclib versus palbociclib in combination with an aromatase inhibitor as first-line treatment of postmenopausal women with HR+/HER2− advanced breast cancer: analysis based on final OS results of MONALEESA-2 and PALOMA-2,Journal of Medical Economics,,10.1080/13696998.2023.2182051,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
FalatoC2023174,article,Falato C.,2023,Clinical implications of the intrinsic molecular subtypes in hormone receptor-positive and HER2-negative metastatic breast cancer,Cancer Treatment Reviews,,10.1016/j.ctrv.2022.102496,,,E,,,I1,No CDK4/6 inhibitor mentioned
JohnstonSRD2023175,article,Johnston S.R.D.,2023,"Abemaciclib plus endocrine therapy for hormone receptor-positive, HER2-negative, node-positive, high-risk early breast cancer (monarchE): results from a preplanned interim analysis of a randomised, open-label, phase 3 trial",Lancet Oncology,,10.1016/S1470-2045(22)00694-5,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
AlbanellJ2023176,article,Albanell J.,2023,Palbociclib Rechallenge for Hormone Receptor–Positive/HER-Negative Advanced Breast Cancer: Findings from the Phase II BioPER Trial,Clinical Cancer Research,,10.1158/1078-0432.CCR-22-1281,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
SultanbaevAV2023177,article,Sultanbaev A.V.,2023,The use of ribociclib in real clinical practice: results of a single-center observational retrospective study,Meditsinskiy Sovet,,10.21518/ms2023-433,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
RugoHS2023178,article,Rugo H.S.,2023,Quality of life with ribociclib versus abemaciclib as first-line treatment of HR+/HER2− advanced breast cancer: a matching-adjusted indirect comparison,Therapeutic Advances in Medical Oncology,,10.1177/17588359231152843,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
PalumboR2023179,article,Palumbo R.,2023,"Efficacy and activity of treatments after progression from palbociclib plus endocrine therapy in patients with HR+/HER2- metastatic breast cancer: a prospective, monocentric study",Drugs in Context,,10.7573/dic.2023-7-5,,,I,,,,Meets all inclusion criteria (HR+/HER2-/metastatic/post-CDK4/6)
ToiM2023180,article,Toi M.,2023,"Abemaciclib plus fulvestrant in East Asian women with HR+, HER2− advanced breast cancer: Overall survival from MONARCH 2",Cancer Science,,10.1111/cas.15600,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
TurnerNC2023181,article,Turner N.C.,2023,Capivasertib in Hormone Receptor-Positive Advanced Breast Cancer,New England Journal of Medicine,,10.1056/NEJMoa2214131,,,E,,,I1,No CDK4/6 inhibitor mentioned
PasqualoniM2023182,article,Pasqualoni M.,2023,Case report: Vitiligo-like toxicity due to ribociclib during first-line treatment of metastatic breast cancer: two cases of premature interruption of therapy and exceptional response,Frontiers in Oncology,,10.3389/fonc.2023.1067264,,,E,,,D1,Case report/series (keyword: case report)
TibauA2023183,article,Tibau A.,2023,Quality of life with palbociclib plus fulvestrant versus placebo plus fulvestrant in postmenopausal women with endocrine-sensitive hormone receptor-positive and HER2-negative advanced breast cancer: patient-reported outcomes from the FLIPPER trial,Therapeutic Advances in Medical Oncology,,10.1177/17588359221148921,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
TagliaferriB2023184,article,Tagliaferri B.,2023,Health-related quality of life and clinical complexity of a real-life cohort of patients with advanced HR+/HER2–breast cancer treated with CDK4/6 inhibitors and endocrine therapy,Drugs in Context,,10.7573/dic.2023-1-7,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
PegramM2023185,article,Pegram M.,2023,Evolving perspectives on the treatment of HR+/HER2+ metastatic breast cancer,Therapeutic Advances in Medical Oncology,,10.1177/17588359231187201,,,E,,,P1,HER2+ population (keyword: HER2+)
BardiaA2023186,article,Bardia A.,2023,The oral selective estrogen receptor degrader GDC-0810 (ARN-810) in postmenopausal women with hormone receptor-positive HER2-negative (HR + /HER2 −) advanced/metastatic breast cancer,Breast Cancer Research and Treatment,,10.1007/s10549-022-06797-9,,,E,,,I1,No CDK4/6 inhibitor mentioned
MoreauBachelardC2023187,article,Moreau-Bachelard C.,2023,Evaluating everolimus for the treatment of breast cancer,Expert Opinion on Pharmacotherapy,,10.1080/14656566.2023.2214677,,,E,,,I1,No CDK4/6 inhibitor mentioned
RanR2022188,article,Ran R.,2022,"Treatment strategies for hormone receptor-positive, human epidermal growth factor receptor 2-positive (HR+/HER2+) metastatic breast cancer: A review",Frontiers in Oncology,,10.3389/fonc.2022.975463,,,E,,,P1,HER2+ population (keyword: HER2+)
DaiQ2022189,article,Dai Q.,2022,"Efficacy and safety of CDK4/6 inhibitors combined with endocrine therapy versus endocrine therapy alone in hormone receptor-positive, HER2-negative, advanced breast cancer: a systematic review and meta-analysis",Annals of Palliative Medicine,,10.21037/apm-22-1306,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
TsujiJ2022190,article,Tsuji J.,2022,Clinical Efficacy and Whole-Exome Sequencing of Liquid Biopsies in a Phase IB/II Study of Bazedoxifene and Palbociclib in Advanced Hormone Receptor–Positive Breast Cancer,Clinical Cancer Research,,10.1158/1078-0432.CCR-22-2305,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
FernndezCuervaC2022191,article,Fernández-Cuerva C.,2022,"Effectiveness and Safety of Palbociclib plus Endocrine Therapy in Hormone Receptor- Positive, HER2-Negative Metastatic Breast Cancer: Real-World Results",Canadian Journal of Hospital Pharmacy,,10.4212/cjhp.v75i1.3252,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
RugoHS2022192,article,Rugo H.S.,2022,Effect of palbociclib plus endocrine therapy on time to chemotherapy across subgroups of patients with hormone receptor‒positive/human epidermal growth factor receptor 2‒negative advanced breast cancer: Post hoc analyses from PALOMA-2 and PALOMA-3,Breast,,10.1016/j.breast.2022.11.005,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
FillbrunnM2022193,article,Fillbrunn M.,2022,"PIK3CA mutation status, progression and survival in advanced HR + /HER2- breast cancer: a meta-analysis of published clinical trials",BMC Cancer,,10.1186/s12885-022-10078-5,,,E,,,D1,Review/meta-analysis (keyword: meta-analysis)
MycockK2022194,article,Mycock K.,2022,"Real-world Treatment Patterns and Clinical Outcomes Associated With Palbociclib Combination Therapy: A Multinational, Pooled Analysis From the Ibrance Real World Insights Study",Clinical Therapeutics,,10.1016/j.clinthera.2022.11.004,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
SalvadorBofillJ2022195,article,Salvador Bofill J.,2022,"Safety and efficacy of ribociclib plus letrozole in patients with HR+, HER2– advanced breast cancer: Results from the Spanish sub-population of the phase 3b CompLEEment-1 trial",Breast,,10.1016/j.breast.2022.09.006,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
KrishnamurthyJ2022196,article,Krishnamurthy J.,2022,A phase II trial of an alternative schedule of palbociclib and embedded serum TK1 analysis,Npj Breast Cancer,,10.1038/s41523-022-00399-w,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
SchmidtM2022197,article,Schmidt M.,2022,"A multicentre, randomised, double-blind, phase II study to evaluate the tolerability of an induction dose escalation of everolimus in patients with metastatic breast cancer (DESIREE)",ESMO Open,,10.1016/j.esmoop.2022.100601,,,E,,,I1,No CDK4/6 inhibitor mentioned
BerriosK2022198,article,Berrios K.,2022,Is adding ribociclib to fulvestrant cost-effective in treating postmenopausal women with HR+/HER2- advanced or metastatic breast cancer? A US payer perspective cost utility analysis,Journal of Managed Care and Specialty Pharmacy,,,,,I,,,,HR+/HER2-/metastatic/CDK4/6 + post-CDK4/6 drug mentioned
DeLaurentiisM2022199,article,De Laurentiis M.,2022,"Safety and Efficacy of Ribociclib in Combination with Letrozole in Patients with HR+, HER2− Advanced Breast Cancer: Results from the Italian Subpopulation of Phase 3b CompLEEment-1 Study",Targeted Oncology,,10.1007/s11523-022-00913-x,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
RugoHS2022200,article,Rugo H.S.,2022,Sacituzumab Govitecan in Hormone Receptor-Positive/Human Epidermal Growth Factor Receptor 2-Negative Metastatic Breast Cancer,Journal of Clinical Oncology,,10.1200/JCO.22.01002,,,E,,,I1,No CDK4/6 inhibitor mentioned
HongR2022201,article,Hong R.,2022,Breast cancer: an up-to-date review and future perspectives,Cancer Communications,,10.1002/cac2.12358,,,E,,,I1,No CDK4/6 inhibitor mentioned
XuH2022202,article,Xu H.,2022,"CDK4/6 inhibitors versus PI3K/AKT/mTOR inhibitors in women with hormone receptor-positive, HER2-negative metastatic breast cancer: An updated systematic review and network meta-analysis of 28 randomized controlled trials",Frontiers in Oncology,,10.3389/fonc.2022.956464,,,E,,,D1,Review/meta-analysis (keyword: systematic review)
CristofanilliM2022203,article,Cristofanilli M.,2022,"Overall Survival with Palbociclib and Fulvestrant in Women with HRþ/HER2¯ ABC: Updated Exploratory Analyses of PALOMA-3, a Double-blind, Phase III Randomized Study",Clinical Cancer Research,,10.1158/1078-0432.CCR-22-0305,,,E,,,D2,Preclinical/animal study (keyword: rat)
HamiltonE2022204,article,Hamilton E.,2022,"nextMONARCH Phase 2 randomized clinical trial: overall survival analysis of abemaciclib monotherapy or in combination with tamoxifen in patients with endocrine-refractory HR + , HER2– metastatic breast cancer",Breast Cancer Research and Treatment,,10.1007/s10549-022-06662-9,,,E,,,P3,CDK4/6i mentioned but no progression/resistance (likely first-line)
